Start Time, 2026-04-01 00:00:00
End Time, 2026-04-30 23:59:59
Campaign ID,Campaign Name,Campaign Status,campaign_type,Campaign Budget,Budgeting Type,Ad Spend,Views,SUM(clicks),Total converted units,Total Revenue (Rs.),ROI,Click Through Rate,Conversion Rate
22LUIJ6ZP1FX,LunchBoxes,COMPLETED,PLA,2000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
22QSFHCPMWF0,H36 37 lunchbox,ABORTED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
22S9E3VQ6NKZ,New Signature Series,ABORTED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
230G4JKJHDQW,Choppng board,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
23EX6ZUXC3DC,LunchBox,COMPLETED,PLA,2000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
23MHG2MO,Flasks Thermos,COMPLETED,PLA,848.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
23NM4TEGUHC6,AY_Aircase_ROI_,ABORTED,PLA,13000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
248VE1M32NEN,Insulated LunchBox,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
24984TB6J6BM,AY_HP_LB_CPC,ABORTED,PLA,40000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
24DK5QGN65X1,H38 LunchBox,ABORTED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
25NO9IPZXV1E,Earphone Case all,ABORTED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
25PF82CA,Sunglasses,COMPLETED,PLA,2543.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
26KUJ4PY83VZ,Choppers,ABORTED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
26YZNUA6,Car Holder,COMPLETED,PLA,1695.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
287Q860IW06G,FKSB-Datacable-Sep-D,BUDGET_MET,PLA,6000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
28SLHYBVZ5FC,1700ml LunchBox,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
290B28F3R89F,Backpack,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
2958ZCXQ2D2L,DMAIPLAY,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
296Q3CHCKKKX,H36 37 lunchbox,ABORTED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
29XMMDCXI6F7,CPC-Charger-Slow Moving-2-7-2025,PAUSED,PLA,300.0,DAILY_BUDGET,0,0,0,0,0,0,0,0
2A3029IW,LunchBox,COMPLETED,PLA,848.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
2ALKHLBYZEM0,Laptop Bag,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
2AU8SPYMMBZX,Chopping Board,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
2B2HT6R7KELC,Sleeve Backpack,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
2CHO7LNRCMQ3,Canister,BUDGET_MET,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
2CIYXTSH2WJR,"C32, C34, C56",COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
2DWBS746X3WI,Car Chargers,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
2F2L6HR0V65Z,AY_Gizga_Bags_ROI_,ABORTED,PLA,4000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
2F568GOCG68T,Sunglasses,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
2F8EKE4HF62K,C51,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
2G7YIYEFIL04,iWatch Strap,ABORTED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
2HCKYDX6I9NM,Sunglasses,ABORTED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
2HDNANMDS3JV,Clone of Aliens Laptop accessories Plug,ABORTED,PLA,2000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
2HGSP9GUNF3M,Duffle Bag,ABORTED,PLA,3000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
2I782P2U,Flasks Thermos,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
2ITNM5VLWNE7,Keyguard-13-2-2025,ABORTED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
2K7F6CV3FKKM,Laptop Sleeve,COMPLETED,PLA,5000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
2KKFJ3SEQ6Z2,Wallets,BUDGET_MET,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
2KRAA43RAQZI,Laptop Sleeve,COMPLETED,PLA,3000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
2L0U7RND06W6,Duffel Bag,ABORTED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
2LYELLVTC53M,Insulated Lunch Box,ABORTED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
2LYPDNOH8YF2,New Laptop Sleeve,ABORTED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
2MJVFZFZ1Y12,sleeve slow,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
2ML9BWSFFEEJ,Laptop Bags,COMPLETED,PLA,2000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
2MXK9D54ZJZ1,Insulated LunchBox,ABORTED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
2N6LO9R4L42P,Mobile Cables,COMPLETED,PLA,2000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
2N8Q26ZV36LP,Backpack,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
2O1EVTYY,Bluetooth Earphone,ABORTED,PLA,1695.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
2O32U2DBWPFT,Canister,ABORTED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
2OARMDS224L3,Signature Series,ABORTED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
2Q2D76RYYVFP,Insulated LunchBox,ABORTED,PLA,3000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
2Q5Y5PO7CWKZ,Canister Bott,ABORTED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
2QG72L80PJ2P,Vanity Box,COMPLETED,PLA,,TOTAL_BUDGET,0,0,0,0,0,0,0,0
2QR8U5UT,Flasks,COMPLETED,PLA,848.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
2RKAI546,New AirCase Sleeve,ABORTED,PLA,2543.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
2RLS0QJ3XDI3,Insulated LunchBox,ABORTED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
2S520M46AQG1,New backpacks,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
2T2AQQZDH3FT,gizga cable,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
2T70JF2HPK9P,Mousepads,ABORTED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
2TJFICWGG3R9,TZ-CS-103,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
2TKAB77U5M4U,HDD Case,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
2U5K4YC9GAL9,Chopper,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
2U63QYSNDV90,Laptop Sleeve,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
2UUTPUF5IKHY,Sunglasses,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
2UVDCKMZH7ZW,Gadget Organizer,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
2UYYKM3DSQCG,AirSound,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
2VH9YI29,USB Cable,COMPLETED,PLA,4238.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
2X015GCBVQTA,New BackPack,ABORTED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
2XLFBT1PZCZB,Laptop Bags,COMPLETED,PLA,2000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
2XV29ET8WUMX,Data Cable-30-12-2024,ABORTED,PLA,3000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
2XZ3J05DEO3P,New Signature Series,ABORTED,PLA,2000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
2YFMH513,Micro USB Cable,COMPLETED,PLA,4238.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
2ZDQS8LWPVYP,gizga cable,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
2ZL0Z31J,Earphone Case Grey,COMPLETED,PLA,848.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
2ZOMF63IZDBR,Low Sale Sunglass,BUDGET_MET,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
30SXDQ63XUS1,New Laptop Bag,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
31EACDF5TPI0,Chopping Board,ABORTED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
32J6SUBOLFRM,New backpacks,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
33VXZQHG1OXM,Wallets,COMPLETED,PLA,2000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
33ZUU3XCWF4X,11 in 1,ABORTED,PLA,,TOTAL_BUDGET,0,0,0,0,0,0,0,0
34JYXPER4RLV,LunchBox,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
36DUS0WNNLAQ,Wallets,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
36J1O6PML7U7,Backpack,COMPLETED,PLA,2000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
374MGET3DE0P,Headphone case,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
38AWFCUVWMV4,Cable Ties,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
38R1KZ3N90JR,Canister,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
38TNTN26,Laptop Stand,COMPLETED,PLA,848.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
3APEVBH4YFR0,AirSound,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
3B4EJ8DVKTSG,Insulated LunchBox,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
3BHTWW9O1PKU,Kettle,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
3BI2Z5MV3ULR,Sunglasses,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
3C6B1NROSJBQ,Chopper,ABORTED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
3CG249F7NAMJ,Chopping Board,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
3CGWD1ICAX5H,Laptop Sleeve,ABORTED,PLA,,TOTAL_BUDGET,0,0,0,0,0,0,0,0
3COT5ORDVGAS,Kids LunchBox,ABORTED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
3DHUDR4V387P,Chopper,BUDGET_MET,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
3EHKVJLO,Flasks,COMPLETED,PLA,848.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
3EQ0K8LB,Car Holder,COMPLETED,PLA,1695.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
3EZBDDWESVFG,Wallets,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
3F69FBMHJAFG,Kids LunchBox,ABORTED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
3G39NAK2ZS59,Insulated LunchBox,BUDGET_MET,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
3G4H3NCLS0KI,Insulated LunchBox,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
3GZVKSMBCY5X,Chopper,ABORTED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
3H1YGEMYMDSR,HDMI Cable,ABORTED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
3HOK6NQBCWDJ,Choppers,COMPLETED,PLA,3000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
3HW1HWWOU5U6,Mousepad,ABORTED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
3JOWRSY2CLRI,Chopping Board,BUDGET_MET,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
3KZ6XJ8MO4P0,Car Charger,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
3LPZPKSR,905 Lightning Cable,ABORTED,PLA,848.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
3M1HS3THKU00,Headphone case,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
3M84EXKW,HDD CASE,COMPLETED,PLA,1695.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
3MF69HD9ZNJE,AY_Gizga_Camkit_ROI,ABORTED,PLA,2000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
3MNORB23BQUR,Laptop Bags,COMPLETED,PLA,2000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
3MO5BTE10WF9,FKSB-ITAcc-BDS2-D,ABORTED,PLA,7500.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
3N665BXSK7EL,Wallets,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
3NJJOB87NF2K,New backpacks,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
3OGXOD0GXZJ2,Airsound,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
3OXXKNU2,Lunch Box 1700ml,COMPLETED,PLA,848.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
3P0D4IYCAUQR,Kettle,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
3PVUO0XYB62X,gizga cable,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
3QVN8EPLQ7RJ,BackPack,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
3RJBOSVEJUYF,Backpack,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
3RSSYL9WPIUB,New Laptop Sleeve,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
3SKW13HSQS5O,Chopper,ABORTED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
3TCRUTU7HHAE,Laptop Bag,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
3TGRAKNUGOW5,Insulated LunchBox,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
3TPQXVKFNE18,Choppers,COMPLETED,PLA,2000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
3UJJ4ED394X2,BackPack,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
3UZP1N1ZIWRC,Clone of CPC-HN-Storage cabinet XL-11-12-2025,PAUSED,PLA,300.0,DAILY_BUDGET,0,0,0,0,0,0,0,0
3V97LBR924S7,laptop Sleeve,COMPLETED,PLA,2000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
3VANRE1AS19P,Clone of Data Cable,ABORTED,PLA,2000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
3WBE1HDEW8KI,Aliens Laptop accessories Plug-20-1-2025,ABORTED,PLA,5000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
3WFXMCJBTL2V,Bottel & Flask,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
3WZSCDZ5M3L6,Tizum 100wt cab,ABORTED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
3XE677HYWTG7,New backpacks,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
3XNPZQDR16PJ,Headphone Case,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
3Y07S67KO5ZO,Exp Airpod Cases,ABORTED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
3Y5JC9HB1MY6,Chopper,ABORTED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
3Y93WC76746J,AX-905,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
3YRED3OQ05Z8,"C32, C35, C56",COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
3YXH4FM6HEF8,DeskPads CPC,ABORTED,PLA,10000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
3Z46PGDJF6JA,Tizum Backpack,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
403TYN9Q0E0G,Old Laptop Sleeve,COMPLETED,PLA,3000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
409WH8TO,Laptop sleeves,COMPLETED,PLA,848.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
40EM00FA6PCU,Clone of CPC-Extended Mousepad-Low CVR-8-10-2025,PAUSED,PLA,30000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
410UXPON95D4,H36 37 lunchbox,ABORTED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
41IGL827DTNB,Mobile stand,ABORTED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
41XPFF8IGDI2,Laptop Stand Table,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
4278C19HHHR7,Laptop Sleeve,COMPLETED,PLA,4000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
42FHCH1OPNY8,Chopper,ABORTED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
42H5S12KMW7G,New Laptop Sleeve,ABORTED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
42LBQGZNKZ19,Gan Charger-19-12-2024,ABORTED,PLA,1500.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
44JR2ULEVXNE,HDD Case,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
458F9FAG93XK,Chopping Board,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
45JSJA5G4N7P,C11 & C12 Sleeve,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
475TBMYSUVK4,CPC-Storage Box-Low CVR-8-10-2025,PAUSED,PLA,300.0,DAILY_BUDGET,0,0,0,0,0,0,0,0
47AAK6G1PUCS,Sunglasses,COMPLETED,PLA,2000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
47QG9KYJ5G6C,Insulated LunchBox,BUDGET_MET,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
48CN7FS5,Laptop Sleeve,ABORTED,PLA,1695.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
490MZIWK,Salad Spinner,COMPLETED,PLA,848.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
4ACADKCB0F5G,Insulated LunchBox,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
4AEILTDKJNTE,Insulated LunchBox,ABORTED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
4B9BA6GM,Wenge Table,COMPLETED,PLA,848.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
4BA2IHSPN2OS,New Lightning Cable,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
4BYEBUX0BUEV,Airsound,ABORTED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
4BZ92FLJDRI0,Gadget Organizer,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
4CD5J7GH7OPH,Airsound,ABORTED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
4CLJC9RO6FN6,Mobile Cables,COMPLETED,PLA,2000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
4DA62MROSS6S,Insulated LunchBox,ABORTED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
4ELOCADLZU01,Lunch Box 1700 ML,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
4GB4W1VLT0TF,1700ml LunchBox,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
4GUZ0GWUB76V,Airsound,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
4HNSI2KQI2BO,HeadPhone Case,BUDGET_MET,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
4KCVXODFD8JL,lunchbox 1700ml,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
4LDM16GRSARA,AirCase Sleeve,BUDGET_MET,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
4LLWXI9D8U3Y,Airsound,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
4M2VCNR5VJBL,Canister n food jar,COMPLETED,PLA,2000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
4M9RAEJRSQWS,HDD Cases,COMPLETED,PLA,3000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
4MFR9SBO0CCZ,AirSound,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
4MFWPMIWO5IJ,Kitchen tools,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
4NVZZPX8HXOJ,Car Chargers,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
4NW3QXC786VD,Insulated LunchBox,ABORTED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
4O4M0MAI4EWE,CPC-Macbook Keyguard-24-9-2025,PAUSED,PLA,300.0,DAILY_BUDGET,0,0,0,0,0,0,0,0
4O6ZSW7ZZE91,Sunglasses,ABORTED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
4O862DJSB43J,AirCase New Sleeve,BUDGET_MET,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
4OHU1V8D8J37,1700ml LunchBox,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
4OVONAP8,Sleeve Low Sale,COMPLETED,PLA,1695.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
4OXSWT611Y1O,Insulated LunchBox,ABORTED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
4PDCN3C9J5ZQ,Insulated LunchBox,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
4Q8L647N6LV3,New Laptop Bag,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
4R2FMWB416KE,DM Aiplay SSD,ABORTED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
4SOJ7V52,iPhone Cases,COMPLETED,PLA,848.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
4T10TUPEN0Q5,Canister,ABORTED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
4UG1MTZXA3ZS,LTA Ads,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
4UK7YWAPCPX1,H36 lunchbox,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
4UUFMP2X,Micro USB Cable,COMPLETED,PLA,4285.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
4X5HM74ZWAZX,Writing Pad,ABORTED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
4XL7O0Y2TPWG,New backpacks,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
4YGW3C8OYC67,LTA-CPC-Travel Organiser-Slow Moving-3-9-2025,PAUSED,PLA,300.0,DAILY_BUDGET,0,0,0,0,0,0,0,0
4YHR835ERR58,V7 Charger,ABORTED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
4Z8UQFHI,Laptop Table LD01 ng,COMPLETED,PLA,848.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
4ZHXZ8IM5LCB,Laptop Bag,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
4ZO0HVZE1V02,GE-GU10,ABORTED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
5042BPB1N22Z,Backpack,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
50EL6GMYV86F,MB-Adapter,ABORTED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
510JH3S3WEI1,1700ml LunchBox,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
51MFJSKQK276,H36 37 lunchbox,ABORTED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
51UU37SPXKFD,Wallets,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
529SHWVNMB5W,Travel Organizer,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
52KH2ZLX,BlueTooth Headset,ABORTED,PLA,848.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
52T6GMEST1BC,Insulated LunchBox,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
52W7RE664F5R,Glass lunchbox,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
53DXLZWJ,Tizum AUX Cable,COMPLETED,PLA,848.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
53GK7N3WKNZP,Signature Series,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
53YTQH8N2PWT,AirSound,COMPLETED,PLA,1000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
5511AUEBXL49,AY_Gizga_Bags_ROI,ABORTED,PLA,6000.0,TOTAL_BUDGET,0,0,0,0,0,0,0,0
